Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
137,38,146,3.285833118874667,17.38560208764117,263.4200354421704
124,41,132,3.13264099869157,29.066872904021835,194.27943678045466
140,48,139,4.123123233526131,40.559264423529704,266.3249125075461
148,36,136,4.712080755056229,44.48292354941588,284.9784285283708
126,38,141,2.315749205320076,43.46793249905251,253.76971285035765
147,45,144,1.8251884430271765,49.20332035170527,337.061024759498
121,49,145,2.6111984637828205,32.11921732473782,308.70636578532566
130,40,137,2.7501652096528164,19.902346477392214,210.51399213759746
149,41,135,1.1594811579374498,37.828511334948466,273.03229249433724
132,44,133,4.446786128798091,17.47621175055199,308.58754417867925
142,47,140,4.982369354669981,49.073315650806926,311.8624999306055
124,48,146,4.6928347708460905,41.5486574585039,238.5046007348438
149,45,131,4.442659917947641,49.37519212493165,355.76866240428166
125,44,135,4.970401213838164,28.203854685592958,308.5789327349908
143,34,133,4.631233727899545,15.552884325095887,206.2343632882379
145,40,132,3.753470482973269,33.24513943364978,270.5271701090904
148,44,136,1.6670265950886707,19.241414496684513,187.5120703227539
133,47,136,1.6254004933474713,38.78696938421987,263.0823626245309
131,42,145,1.1951189862534108,32.414299873199234,326.14003755544206
123,33,131,2.6473234687504656,41.37064416823148,178.8124408728819
148,46,137,4.235296308360015,25.187407752339105,248.60838199137592
142,33,144,2.961183779195642,44.02079475174153,185.85264649660013
125,45,145,2.4652868228463296,37.77871909147507,243.9276816648845
129,44,130,1.436943456794999,49.56984030205941,325.3493765267681
137,43,139,1.2070132363623527,21.24949613860565,305.5136727748653
134,41,136,2.596716573694429,16.791046331618467,177.06711773963133
127,32,145,1.3997015207349297,44.786747841595734,313.9138621604949
145,39,139,1.4141926909519311,26.84579501758305,178.83400162442234
128,37,141,2.581393699882585,30.09362274025159,263.2238994377283
124,35,146,3.0113738260108645,47.39838918106753,291.4250705419537
129,43,142,1.7467315478980603,30.424388415153235,168.0151925679404
139,46,141,3.7385427450417477,25.430667671479384,214.78406813539075
125,48,144,2.6747680027312435,17.08234231023702,271.4363967044888
135,45,143,1.3676901509548642,30.50273686041413,179.5999724405665
143,44,148,3.548136498250861,37.92330340805584,233.40356821427963
146,44,148,2.4277792747805553,24.421127020802686,265.8018852021043
122,30,143,1.2092859083050649,40.12227890561301,226.59061974728368
129,41,147,4.791926318668769,31.739238181135896,310.41709281091573
130,39,134,3.2847878284226786,45.033755224063825,320.1032875396107
130,43,149,2.910881476122549,20.660811529659657,238.5502317789729
136,39,135,4.436549579415338,41.497788214276994,349.2331237899548
123,39,147,4.7469617172549,47.63934018492012,293.44621117903563
123,49,143,1.8812874726648454,40.94892776565872,174.93089941447033
136,40,133,4.240578006700108,29.207806516494344,151.7609889358826
128,45,130,4.324319707097061,23.065951843050982,311.69337726206163
138,38,142,1.217611178710396,18.44285958443664,222.05452679984523
124,44,140,3.847776460713091,37.48293942130641,285.6817968581922
141,43,132,1.251871527198308,19.999901046054006,296.70000880933026
143,48,146,3.378692985559603,44.34064054700532,325.4643546388775
125,38,147,3.676947108554696,48.625806994340536,382.6223732429198
122,33,139,2.468234753403879,19.75262123850193,277.48632419566957
141,36,145,4.5231499866306315,28.16185329227533,345.04005445943164
120,37,142,4.202046827869889,47.80452369142443,253.70063292732618
139,37,149,4.703838854485586,31.474660376296544,315.41817934099345
141,48,141,2.259558106523927,33.73956197281474,265.7956093395839
135,44,133,1.0861112002472435,41.16305996373399,247.07149855159454
142,45,137,4.245845067990208,22.368669381806704,328.28795544841483
130,38,141,1.891909423985763,49.27021747620126,259.68105320836224
132,41,148,2.8686241622682225,42.330923585268934,242.35532258386024
146,45,144,4.269284687456123,20.64806794330881,285.9929511231154
129,33,145,1.864540714701163,18.887435200907014,228.80910868358444
122,34,141,2.247635051145295,47.72339794456899,280.3293846016339
128,37,149,2.7563199453511564,38.97597299569088,289.27709811674066
147,30,147,2.087299400661764,16.34985571430913,224.17671727789923
131,35,141,2.8452856920113145,19.96955271832043,273.3411009653744
142,44,145,1.0383865779781067,16.674023582904844,290.6628400139879
133,33,149,1.8487518910053091,49.09285972466258,344.2052469681821
120,40,140,4.330213438651902,32.42478147266534,266.7055376191329
137,34,149,2.653927834052003,31.175195353166643,266.56821035690643
136,47,143,3.5456230709677587,48.45225681625996,364.17937185454184
146,44,131,1.9291517105421696,32.66225984139677,234.80202452911428
128,47,142,3.599514657794664,33.12141964359042,295.9531182801255
128,49,143,4.999895470585027,49.44340071736668,340.67216664415594
142,42,135,3.38115055758722,18.900127586155296,303.99061645705495
129,34,141,3.5134342505676353,49.50141788757964,351.13074177929036
138,30,136,1.44607929784799,20.798726493731706,288.7679234645642
148,47,133,2.6135258866639384,31.551901226526812,305.7136762216941
134,43,136,4.442899593931559,26.81647878674673,330.56063839288555
124,34,142,4.3370878946333296,48.43974370095169,348.34085671493625
134,35,140,3.0895964414452877,31.992615808742944,348.5754359344874
139,45,137,4.6138165989510895,15.80550808767959,186.0842739157841
142,41,148,1.571748072822872,22.759189700289607,258.7891083378294
149,49,131,3.632757618646101,30.078421613017042,280.35960893323664
144,47,147,1.9955343060087816,38.67366426701456,317.27978709120134
147,31,139,3.5822456204209465,34.66660494242322,279.5869280989764
121,42,135,1.3495987564207832,44.74682528078171,224.49731386716195
132,46,133,4.774436380419755,43.99517558115206,295.32266542546284
143,46,148,4.145328158361971,35.66782551828613,317.7641968821
135,45,143,1.8038462595835631,34.996022775994696,322.47262380200567
134,47,143,3.549106274288149,24.735765060264725,266.8946613481482
144,37,147,4.036582562149885,48.52670527480778,253.8196058971534
129,32,146,1.8377832873174436,17.68979682085383,302.84298538480573
133,46,147,1.3733212308559084,28.896059045723494,307.89015887530604
129,47,147,2.4071190643827993,38.12925613691099,277.91258936211517
144,35,134,1.543017364780928,48.09820850299997,299.5419861699101
133,37,138,3.262846820416917,32.553541963405316,194.8527206345748
145,42,130,2.69645963829366,46.35717642773177,335.6735609007951
149,37,133,2.8496973524036218,18.667992229863017,102.69489125706586
142,48,136,3.1714539093648297,33.60544611557064,306.01828023427754
128,35,140,4.928208583770406,26.06176959093636,126.81937053502855
144,44,143,4.170542665604436,42.84938666675829,313.36213189052546
133,39,139,3.517885979931403,30.574818416567155,253.67428788595103
122,46,148,2.4548224579173445,31.63383701491494,255.30437425819053
139,30,137,1.1082774125478605,17.267373308364064,183.09400264896908
135,36,132,1.466110442875007,30.33035214335768,242.55647696738282
121,42,137,3.923469002157535,17.82900439263563,225.74584046278716
129,32,147,2.4768157129676913,25.484674133161878,344.86760346014466
122,48,134,2.3377497433705794,19.44085141092563,204.415791413323
130,44,149,4.555913434363397,26.70683235530756,292.1922207881094
130,34,140,2.9380355620550844,22.958592068498785,296.83427344312486
140,40,138,4.598308229652439,24.981298387682898,351.35402523044536
140,47,148,4.546554041608799,20.193504403533723,279.99392336222843
141,32,141,1.3207251668582178,30.386266455513198,278.1616871958273
132,35,134,4.781451913734143,32.41517657152227,211.89463154776755
126,32,145,1.3078195344302297,44.28266926073698,266.15331639283505
142,34,142,4.854024460988851,33.85888909296176,241.01390079833226
136,38,135,2.8104596703975613,23.00651351513674,304.23235365645473
149,48,145,4.0434427030183056,40.75634938211978,381.875493450552
121,42,147,3.8245774687594136,25.403636136073082,193.67535028685847
131,35,146,3.073979897298114,41.473879129109285,227.46377001573546
144,40,141,3.477819275342573,28.55074203721356,393.65129181400795
129,43,130,4.799672725996778,32.97862719051646,272.3131220805935
137,35,136,4.709405962652961,32.631444883156846,360.6510775177981
141,35,143,3.6173042010363474,48.447254379712696,270.45528959334666
146,46,147,3.6308747157381007,20.37828603081475,287.4494753324064
130,40,130,1.9877547735673522,47.84944594954673,311.88239348162256
135,44,149,4.314493978872495,34.669600556860175,417.90948443865733
136,38,139,3.5304133320083073,49.77910034793808,439.7366337358261
138,46,144,4.304995167993722,35.05983966065519,232.05109526663557
137,36,140,3.6314096411519063,37.97316382899491,390.5387805498049
122,36,133,2.19728010412646,41.23509710840377,302.36187476050037
140,30,144,1.757925610923253,43.76262127454969,310.1993803996794
146,37,145,1.3078633768926218,31.714726341173144,298.02500590433505
145,34,144,3.3439797290405076,38.75078604794905,372.07592932468395
135,48,146,2.13620543003494,36.52090485657255,203.99376083015773
125,37,140,3.522038058363257,29.248044897537135,256.43263744206484
144,46,147,1.2346257795350861,43.727916574491005,339.94980343300915
131,48,145,2.5026522600225083,21.735699362619492,299.9323631760237
130,41,144,2.0422128614791024,20.84957489820821,206.93080467178635
134,44,140,2.4813363120044523,40.775337507381536,263.5728747985537
134,33,142,1.2171337190263483,37.311985980047154,204.26864706327007
135,41,147,3.896725675333786,26.11811629377296,293.34927162727
129,42,137,1.466789332571893,37.22954665807856,201.49855733336386
131,43,138,1.057610505392613,41.97265159447666,266.35655506629206
147,34,140,4.785156405557334,22.593816237186864,337.0526333384424
132,45,146,1.7715055294601996,35.34879461316939,274.10404700129493
123,36,130,4.312245193781843,43.86330651811649,279.8250385011571
126,44,140,4.857882399028497,29.393348844924247,351.3705814994777
141,42,136,3.1364847982750477,35.010784765018876,330.4545284394865
121,45,137,3.1044726401901857,17.748749649536403,215.41254020153022
145,41,148,2.4696689799336387,44.066405468053034,285.3588263764433
146,36,133,2.7023794591015795,42.86442291111034,281.07775948879316
146,45,133,2.9283015878133605,30.96890585488165,341.3009903352892
146,42,148,1.6083776148825168,19.173694356588317,220.4368060644278
134,32,138,2.4589468957614367,38.113957443121635,327.26824464135353
127,44,146,4.2644337704377815,35.054304193445006,211.90910277019296
126,32,147,1.7295924783258898,47.181796411513126,226.9996133061674
134,36,130,3.9194129878164614,24.793298543143905,316.29835776059315
142,47,143,3.606346401072763,16.131426252872128,268.15547302688606
133,43,133,1.2291911011306365,23.915886351670977,136.89929105852895
127,47,139,1.0897154737507218,29.97674427840721,230.30527812839384
147,48,143,2.410113850313396,20.440555386181742,194.16801236332677
131,43,136,3.7686811085273644,49.29072304051524,313.67439673572903
132,49,141,2.3216717094426462,22.78368590963438,293.7501577950919
149,35,145,3.6709332024019754,38.72512990147087,270.8545015803452
130,37,134,3.6618325721119263,30.893944022462833,238.2038153216799
136,36,140,4.226218490497075,34.4301749189336,356.4304959006229
148,49,133,1.397942458815379,47.64379973290828,380.2892768000385
136,47,142,3.3085155647498548,33.60438445782507,174.14037126680103
143,47,137,1.249988478293258,25.68292714585553,223.02230963006232
123,44,136,1.7037885610933512,22.728500762745437,287.0826069049595
140,49,140,2.30200361142457,46.2197504522577,336.0137233731532
127,48,140,3.8295569617178638,49.535377298504166,352.5464122624524
124,31,146,4.895511900016325,23.814125561323316,231.27971166551907
145,37,143,2.3700832575436426,40.26768083477915,328.0574277620386
135,40,131,3.084577941610737,32.701337004130465,288.16688906115223
123,47,149,2.0362223816897416,39.450404928567465,369.0849015468232
147,42,137,3.701958482438459,48.74751004697254,378.79801513339515
141,38,131,2.466343471801786,24.663035494743646,245.13592755103014
148,38,144,2.92638469375311,40.898109372087404,347.1777907084449
134,46,134,3.271251503402515,30.328138372126396,307.6109461803358
131,36,135,3.7449693196291065,37.83869396784971,385.65380553696133
124,38,146,1.240206645159013,29.232817055962315,226.66655449400355
149,30,137,3.2196043751463748,39.79175930580918,357.0511351803613
142,31,148,2.724656391257744,26.81255524146367,286.5974362742091
135,33,134,1.5350603459186685,32.09242841574584,193.89183070011035
133,43,148,1.8321466733254468,39.807777571554524,270.3138434216201
129,33,143,4.53556036440055,16.494737926229124,288.94547308912996
126,31,139,4.487104036400947,26.48313359458568,374.67930729843954
132,37,142,1.1333210176946995,34.116464591936236,222.50276549247855
139,47,134,3.757605964945009,17.594731232332972,225.41706169460952
147,48,136,3.2167492525494166,39.610486985034214,246.00007736521087
148,43,139,4.759263372588994,43.46504347720939,318.9044100425792
124,49,140,4.632022844089663,20.71645583466507,240.8752701579725
148,39,132,3.318247651409448,40.67120503710983,178.4576405711943
122,46,142,1.5558196852740145,37.61700471661516,203.4013518621924
134,37,131,2.8392600946772006,29.380746760208684,206.38441156451208
123,43,133,3.900657467716023,20.774584621568334,283.67527846546733
134,37,132,4.806946540359485,48.42074267994658,394.11207853141406
133,34,144,2.4553176230103304,31.240384211185603,315.75791139361604
139,45,133,4.138685903814208,21.42752082998054,186.42932249462842
138,37,133,3.733363013126895,40.13574860189292,402.2087392911849
132,39,144,1.3131711085690485,36.27642844423413,191.23714075557737
129,37,135,3.231907401145152,43.56692964652498,310.84957643023586
140,38,134,1.7340353341575434,49.863384909585655,322.5329371323497
124,47,141,3.734197168711058,16.57035081976236,218.07671222012954
146,32,136,3.440339387762557,40.87605156246353,316.94598892314747
142,46,132,4.892192366535332,49.61958111873523,315.4744704987275
139,49,136,4.741530660499238,33.83810736367343,362.57564466360833
148,44,141,1.0374913343955248,40.049571898485084,205.86747129832804
139,46,144,1.3201177206867984,30.43886802473161,232.61081754918956
144,37,148,4.076537245718245,27.48707999029799,269.49585305044104
125,31,135,3.7425722919043074,39.37603321429165,388.5361324037852
123,46,137,4.203782394067566,49.5831291437645,323.05012597078195
121,47,135,2.0672596906732945,18.20832454898599,186.63478876258765
141,34,132,4.397291075049907,29.774251814767858,320.6351170911672
135,38,134,2.7696778879525437,47.921658102565694,355.80498040766867
137,38,138,2.047633938697767,18.947940239173285,182.7715177580454
124,31,145,1.0424309903395694,37.78266590414097,361.8078346515497
141,31,145,4.485456139278375,30.0557683720455,403.1722931548128
123,48,138,3.1413753969606897,28.191234611772423,273.6729097250653
149,32,147,4.901528335007971,22.330392093073634,239.4282856185633
132,46,142,3.858725558269038,21.171699544190915,235.92261022025457
138,43,140,1.3216685739591143,33.070034488764676,232.70376977008874
142,43,139,3.3527647456085696,28.210302460557124,183.3119338240198
121,43,139,1.06849815929339,32.20405343548525,306.6831164815665
132,35,135,3.2311274168517286,21.85781105214265,282.85644361932043
130,32,145,2.400806652396323,27.25706132247221,231.76486739075906
149,30,141,3.5731833388750625,49.87461847986308,180.10252966097443
141,45,133,3.166296824985083,27.882478984023507,268.01336344264007
148,33,134,2.0454012936579535,29.444820672106964,283.7887324158959
123,30,131,1.649402436423296,15.695662178644554,215.9888819101246
141,46,148,2.6188459453669983,28.328902889768536,301.9686780914467
139,47,130,4.947345259398418,41.718696938946685,375.6717921131685
139,37,133,2.7427945621970866,33.04588786200588,161.32547001635976
134,31,141,3.9951485512891662,37.996589572398484,419.7458051630279
123,47,131,1.227894102421483,34.47932484548089,185.37645793737101
128,45,141,2.5154630576696144,18.692187113098914,202.99093743488785
126,39,145,3.321292148796015,26.625053699518343,136.73988424665072
138,37,131,4.004786053313929,39.29815787060771,280.4533507603871
138,41,146,3.11353462926824,34.17786165049717,301.897858838381
125,45,131,3.061182183203125,38.62363741482709,316.1118147603276
125,41,133,4.055627650388676,27.60631708885804,328.02187080574936
139,40,135,2.253150869275601,21.7791179525738,219.16470596483632
134,49,136,1.3624420834855702,44.04349129031817,325.6453828529908
134,48,144,2.388601884069623,28.170540578686975,239.5195093304005
144,30,149,1.6359849417977386,37.9253847929142,299.21047203492685
139,32,141,4.863776816533733,28.343622702802257,253.5395974245782
128,41,134,3.3100461899067666,47.45387450467887,330.23614648042997
123,38,143,2.7864017253104745,49.71787601186863,256.5265251988963
137,34,145,4.64820751262627,37.71250802283397,302.55416476314275
137,30,140,4.601445549468413,36.0752923175161,246.04186067885593
124,39,141,2.6627891162968385,44.42894428552995,280.8484086676025
139,46,148,4.498909448999241,33.06811283379861,295.03598223984216
142,33,146,1.2561037325720492,45.43270651830173,216.05115897293842
149,44,136,4.542876581330187,29.452840081691377,319.2301349098788
130,48,138,2.242334114221727,16.116398089284797,243.04464812238913
124,37,143,3.260489137362485,47.43066181969462,312.4019402914022
141,44,149,2.078754333089564,40.253496488096154,247.78532615801979
145,36,141,4.939198228677357,32.87684923276684,272.4516900420215
123,44,144,1.2871199333451209,48.0712808276428,283.3220573988215
148,37,141,2.7878211471226044,46.03688156055109,374.3109873753006
131,39,142,3.483952619334245,18.794909204910827,243.03089662596255
121,47,138,3.4624490093491618,36.85391057032473,328.48659207945065
132,33,136,3.9550335590593755,33.83364482076016,340.9676761223498
129,44,130,3.8976613052881723,42.17658201065039,296.2288514341272
128,40,139,4.172570820801214,25.52687762119212,316.7936364601354
129,32,135,1.9371496379587665,15.284047835179168,217.58854631811116
126,44,144,2.4820259736075783,21.48898603767617,330.65490606880957
123,32,144,2.5281324639210907,22.38292043885219,408.3870089319456
138,44,138,4.823358643640568,25.199573011122936,264.61641372142657
129,35,142,2.637247428340833,27.963749690810573,293.12101842151793
149,30,130,1.8874768428187076,39.729417787546595,323.62255717535874
122,43,138,3.529377705567003,17.598570623982834,232.485924906354
144,45,132,2.709067659300913,32.02915464813354,250.0317293479557
140,30,138,2.000320252462993,32.45252884806159,224.98799302750132
148,46,149,3.8605418978328045,36.55544249461081,366.2145766532484
138,37,144,1.7677011465909138,25.86916100524119,204.26914080335658
140,47,136,3.5334161626373937,24.09261134271177,241.7822351964173
121,45,133,2.7221228389483083,31.935971874396962,333.95857881967663
146,35,149,2.2766686573226886,38.08627961246526,228.84674240079153
139,39,146,4.783929069949204,16.560722495358327,359.2475215438768
129,39,133,2.2976300312591196,25.275364457786758,376.5007198029465
121,34,148,2.390029496599873,42.55586102266322,215.56751414807735
121,41,134,4.482553456532684,31.946633970706202,331.570518628852
147,49,145,1.516173451501973,48.313903119034684,289.703370831235
143,46,132,1.4322749985842442,45.363960524359086,350.2197796642671
136,43,140,2.13083113633801,27.03807425456983,344.6036730710004
135,43,144,3.366543693097839,40.41948484233298,242.450282775693
135,32,148,2.537200640440552,24.600797015452265,316.94557502470906
133,41,143,3.4342179233427004,21.13537714510304,298.871733354583
126,49,145,1.6390025241777386,45.83571282562471,294.5124566113651
140,47,135,2.045803395069388,27.25872480133583,301.89735634319294
130,41,134,3.2606493352498864,22.119631493402192,350.32703608801296
143,31,146,1.8685968090349294,48.77417748770894,272.2309547314078
120,31,145,2.6912185219617797,16.08600822016758,203.25102666771318
130,46,131,3.2905915079667585,27.841477239843094,363.25886073361244
142,39,140,4.894603609123658,16.34462629685249,205.02098822862968
140,47,133,1.3195466315103728,32.643510392378765,186.99225125935146
123,48,135,2.8416559142836197,29.041139739872655,277.12001851929233
126,30,136,2.5850838429685234,40.22341052305805,198.1295907499054
145,33,146,4.296964997804712,48.39120710419749,367.1722226749373
134,33,137,4.601188476113737,33.189109370027744,312.42639602130913
137,31,130,4.62805267412546,24.988985210605364,283.19919268102717
131,48,144,2.500557252166375,45.52614735821922,327.63907627751587
136,41,149,2.218620587581928,36.15889232632945,333.5970753701092
120,39,141,2.7965490018203387,34.37195911751331,332.1795738421771
130,42,144,2.375945223887212,21.6001131556704,229.2578129803055
147,49,144,3.875403922272774,16.42070297148884,238.9619830612064
120,44,138,1.8542841945183302,31.14917306914315,295.5653756452213
134,32,145,3.634736336295525,33.481642443154335,324.06279790940835
147,49,131,4.707950132418004,19.448280372379774,270.88050865764393
140,42,144,2.1196542787844397,17.07888201491677,298.86133425433235
129,37,144,3.7075624663552973,22.56281224246991,255.86838754497364
126,36,136,1.5742444862295133,17.20844103905937,272.80361134377335
121,37,142,1.4855357683890364,16.964839339641458,161.29932150606714
129,47,146,1.462577912259464,30.545818029738513,400.95620550938037
143,38,140,1.5541126793813955,43.358546487743794,324.0167943282877
123,35,139,1.864659481237768,38.239587968234815,285.7500824733201
131,33,130,3.2513219824071773,38.7794780047378,403.4507574794685
138,44,143,4.067942594462149,24.185279731890766,222.77145104520315
145,34,134,1.5074280948436631,15.38864647289937,194.62104061584463
130,34,137,4.480059762362899,30.772630697152934,316.26598216279166
127,36,130,4.370865137720903,28.199345315560855,316.0397048163534
137,38,136,3.909552106011566,48.15322497427633,259.05087771956147
130,36,131,2.7038631978458922,17.52068293327714,158.5328528022436
130,38,136,1.0062289393021033,42.174676299676044,159.13514809828962
132,49,136,3.939059765201187,28.489566215188265,303.581921478275
122,39,138,4.515944578705758,44.03669396143053,295.69748954033196
131,33,133,2.341145504687448,32.32177637144828,285.3374425124717
122,35,136,3.871950244884475,43.71756329908515,286.44082230885795
129,43,149,1.2481904574451268,31.339692885356573,297.74225883987924
146,38,147,3.837979485886571,29.065082798286994,182.6425595541312
136,30,142,1.2732340833955722,48.72979745204545,355.0120053122866
141,46,140,3.3487453435547283,27.910033295611658,398.0053708201295
121,42,138,3.3902131435811746,43.18550096222759,219.58932495354168
136,36,143,2.208626217695278,17.34614108072138,306.245520835334
135,38,137,1.316490908306926,17.19270163146278,186.12102435361328
121,40,143,4.797339098849749,30.3337867797078,348.0723866246317
147,32,146,3.1423096160664525,35.49495607184468,270.9137700609237
141,41,143,3.3190325004954504,36.29865446734166,211.03982465913973
149,32,134,3.4600835561218948,16.273513024763,334.5601561972018
139,44,139,4.56419170770462,39.38589839015556,286.44357020606236
125,39,135,1.2410225781870303,19.547410003749075,299.01312343782587
147,30,139,4.573151071410131,48.43707429929026,403.3512839137195
144,43,140,1.9587060344450964,26.674206413698734,212.87289108832613
148,49,135,1.3118009983853898,24.150576101985294,295.47173298989514
129,35,139,3.6290634085253255,25.19431060792843,298.6754769282574
147,31,143,4.907902577026734,47.807370412624635,375.5428091860067
129,37,149,1.2289682652263836,31.899442368126884,286.4769084196915
127,30,132,2.7044872721494637,30.213791270716705,198.35458484922566
120,33,136,3.119138101375143,34.806437634034864,269.87697349013985
132,33,131,2.0084758564139604,47.576666606434195,277.4513905346916
143,34,136,4.931488596611873,25.79189520253977,253.7795495762913
128,49,146,3.5638528584153097,21.328700363692285,262.52221163830444
141,38,142,4.377402691386846,35.84218264734373,252.61886930236693
129,42,138,2.6631107278868544,32.20861703007732,269.6552387910237
134,47,142,2.415823548579271,17.168889292558227,270.2967409756968
124,46,144,3.212631579524369,33.26780637036044,328.7272629120582
141,30,142,2.741113770506559,34.68462566642497,279.76665211253646
135,44,146,3.859792220547178,39.29527135622588,258.82753802363686
132,31,137,2.063272360847179,49.843972785733946,278.62193718446196
141,45,138,2.7983641243695985,29.755333197532018,269.5902548726474
144,49,138,4.580530989176239,32.857114554558905,217.1213899919519
139,34,137,4.024431601373317,17.62508092088707,248.34236880076833
137,48,145,1.6722806600715776,44.105582364953506,265.17031953828325
130,34,149,4.54745931756639,18.43545290459121,169.0776956420947
146,31,136,3.3560663617807522,47.68405078026924,263.1977591021166
128,36,146,3.7171487330899327,27.197511969199333,324.0966907817377
135,32,136,2.1770262633970643,26.8153863805642,291.5532606894267
121,46,135,2.76617705454263,26.50131432432292,340.61173436816847
145,32,134,4.227249915625004,48.26713585413895,308.5932910269445
144,42,146,2.3227048750527284,49.30377323750152,315.2397706052032
121,36,137,1.660246462040773,49.06341458636219,315.26626624438427
131,32,130,2.5132196519339223,39.667550250151294,386.66577104183443
127,44,145,1.2768746696375524,18.887035591595286,247.63731031398763
128,47,146,3.871425833939729,28.52267794945009,284.3896705464005
131,39,132,1.5909836350967912,25.125822488373686,241.14730879227727
145,36,142,2.140503628243379,39.79363384527497,170.73475861823673
128,38,137,4.524324022215568,32.242906992854614,253.54294959120006
129,34,145,3.1619906318270843,36.577547207025034,294.36321865561405
144,49,136,2.2853537623859026,15.305587650633578,238.6357025925397
121,37,144,3.190667560059543,42.400242173289946,304.7140400581764
135,43,131,1.8731106385275575,48.321814283956186,240.197032855123
139,33,131,1.1006925188224406,38.42806512629431,279.973166680538
126,49,139,3.414929915855212,44.81780888625852,323.88814423510286
147,43,134,3.856503731138917,31.73876360420804,355.1001861348359
121,41,133,4.519127061783918,15.707282775103495,318.7698122194829
120,31,144,4.087533444258895,49.66642278110244,291.22639166277736
138,42,142,4.7067108019820605,17.059125249742486,244.2207778911448
147,30,146,4.943813902171481,21.747097132315524,308.5035324401548
123,49,130,3.979741790983193,16.835405270472904,292.4751609833769
143,36,147,4.471693203321337,36.87354401851448,359.12825894578793
141,38,144,3.694926012912739,35.41308159445239,265.4649695603985
146,46,143,1.6837511648330765,22.338437896109838,203.67581367029547
121,42,138,1.7268097052891398,48.48286344551513,247.1637344729038
144,39,141,1.4410378252610525,46.97202035053845,362.9312095160076
133,45,134,4.771898879974094,24.793352050697187,322.40898079613964
121,35,131,3.6910067913575206,38.06026674254845,303.6934817071126
148,45,136,4.159639001862098,44.933166801122304,378.8926821167714
134,40,138,2.324629347297457,27.592933730889225,315.95461825915555
131,49,147,2.8416868403070312,23.875387173700517,195.55725384316995
124,32,133,1.1591181273467712,23.96664798404954,286.2576319270033
147,38,131,4.55602960174039,43.71597706351285,410.0597073130634
139,44,130,4.412013717646433,31.20745761039054,207.27988129820534
148,42,141,4.139245339457177,40.03683111210681,420.4936140755277
126,39,142,1.233208270724766,37.76052759527252,232.9955923831757
143,49,143,1.696998942309735,25.717899620910302,319.5799568226535
140,42,134,2.3366826310178457,22.28268460704999,191.5319159065729
129,46,132,2.052250701366687,19.402492856231678,318.8702657605644
133,36,133,4.353839354124275,15.835996645023764,241.3028373319816
133,35,146,1.7793430328024797,17.843974594254213,307.6953898918168
124,42,148,3.128497861355898,23.968633606098482,244.0419254851323
137,46,140,3.285524391277249,39.97598620407247,277.8786560742715
143,44,137,2.700047388650149,20.422162766686306,277.3402886051067
133,33,141,1.9627517269218369,33.318838154046965,222.82546150490816
121,44,147,4.8411771635245255,23.579622393109357,275.52257965864817
145,43,147,2.65359696907609,32.9133423624465,300.67117182617807
131,40,138,3.9092399821466595,41.250391141327185,238.91070547694292
141,33,134,1.7361859506249155,24.30933953098406,187.1136413860688
143,32,146,4.291244674144913,27.17645841067931,235.74973289856428
125,31,142,1.863567292934667,40.30501987854139,220.97920958617837
123,49,135,3.7012264942921047,34.12183335880982,313.0146242878622
132,39,143,3.0259840058900873,18.309831925854066,317.90490339947854
123,42,144,1.5862285639257059,41.535399423639674,262.1749334223124
141,49,143,1.099796784624309,24.71036473988447,169.14753666104318
133,47,133,4.722993061527223,28.47702070896549,282.0271706428795
135,45,147,1.5027620542581595,23.581192350151596,276.75605747059257
148,40,130,3.8198057147476594,34.0174957165132,299.49493949808357
123,39,141,3.6107398357879363,39.771890591861805,290.23024070419876
143,38,138,2.366880169794106,43.11257264936867,348.28214710435816
144,41,139,1.7415315982189141,47.274279688934925,146.26816746823323
120,48,147,1.7133129978216592,27.5725828078888,216.0417757255305
132,30,146,3.341311412200956,47.64149807333094,285.47630976284375
123,47,148,3.187685178496182,36.59341604996819,288.2419965209231
139,43,133,4.503740081400928,28.63580903973705,329.28981239934046
137,30,145,3.560012313647745,46.05529170442367,358.4210779450705
125,46,136,4.277099904322099,35.28703268553123,245.1941722315145
122,40,138,1.129652249810435,30.899923503791957,229.16817523253962
142,49,137,3.6839725881143806,15.402554261449755,275.994118680252
132,44,136,1.934834553718484,40.11277615320553,330.1213675493915
146,33,139,2.0113558398628406,17.70717981445946,288.64158487598723
135,44,137,3.882306116357364,25.128748980767703,252.1574939984822
146,43,146,4.173731835299764,48.65930198806123,382.2166908171549
124,30,141,2.4869419005542106,20.432458679306798,272.1169977365769
123,38,143,4.160307267473225,25.91245245556361,289.04681202447233
140,36,141,2.7749787014094225,47.63187759318036,294.96148445447784
127,40,131,4.430581393481523,26.818933633740578,291.2962970555763
138,31,141,1.0996150887143705,26.503624144378136,227.8907406995
133,31,143,1.3339802832594025,37.67841054143597,269.4370224582076
126,35,136,4.105407229070726,19.597503395269445,242.95759715260664
133,48,142,3.496358511321329,49.04630984045002,348.5707165652815
125,49,133,3.2360810145420733,24.625792576904015,201.0013747703221
131,43,130,3.4559152293542934,42.499109120272635,266.4556880800971
135,32,146,4.720762509688603,25.0665022507617,287.0962239568622
136,36,132,3.6221481257522647,24.638034329997275,197.95330489740442
132,36,146,3.589904466639344,17.012944782114523,203.2567583672028
142,33,137,4.037883518824911,19.176223090176094,357.97894324852666
